rank,name,Spouse (or domestic partner) - Spouse,Breakup - Participant,Dated - Participant,Canoodled - Participant,score,profession,age
,,,,Vivica A. Fox,,,,
656,Brad Garrett,Jill Diven,,,,3.18,"Actor, Producer, Singer (Cameo)",52
,,Brad Garrett,,,,,,
656,Haley Joel Osment,,,,,3.18,"Actor, Producer, Singer (Cameo)",24
656,J. K. Simmons,Michelle Schumacher,,,,3.18,Actor,57
,,J. K. Simmons,,,,,,
661,Rebecca Hall,,,,,3.17,Actress,30
661,Keke Palmer,,,,Keke Palmer,3.17,"Actress, Producer, Singer",18
,,,,,Corbin Bleu,,,
661,Charlotte Rampling,Bryan Southcombe,,,,3.17,Actress,66
,,Charlotte Rampling,,,,,,
,,Jean Michel Jarre,,,,,,
,,Charlotte Rampling,,,,,,
661,Michelle Trachtenberg,,,,,3.17,Actress,26
661,Nia Vardalos,Ian Gomez,,,,3.17,Actress,49
,,Nia Vardalos,,,,,,
666,Christopher Lambert,Diane Lane,,Christopher Lambert,,3.16,"Actor, Producer, Writer",55
,,Christopher Lambert,,Alba Perietti,,,,
,,Christopher Lambert,,Christopher Lambert,,,,
,,Sophie Marceau,,Sophie Marceau,,,,
,,Jaimyse Haft,,Christopher Lambert,,,,
,,Christopher Lambert,,Alba Perietti,,,,
,,,,Christopher Lambert,,,,
,,,,Princess Stephanie,,,,
666,Taryn Manning,,,,,3.16,"Actress, Singer (Cameo)",33
666,Jaime Pressly,Simran Singh,,Jaime Pressly,Wilmer Valderrama,3.16,"Actress, Producer, Singer (Cameo)",34
,,Jaime Pressly,,Eric Cubiche,Jaime Pressly,,,
,,,,Mario López,,,,
,,,,Jaime Pressly,,,,
,,,,Cris Judd,,,,
,,,,Jaime Pressly,,,,
,,,,Simon Rex,,,,
,,,,Jaime Pressly,,,,
,,,,Carson Daly,,,,
,,,,Jaime Pressly,,,,
,,,,Jaime Pressly,,,,
,,,,Kid Rock,,,,
666,Molly Sims,Molly Sims,,,,3.16,Actress,39
,,Scott Stuber,,,,,,
666,Treat Williams,Pam Van Sant,,,,3.16,Actor,52
,,Treat Williams,,,,,,
671,Will Arnett,Will Arnett,,,,3.15,Actor,42
,,Amy Poehler,,,,,,
,,Penelope Ann Miller,,,,,,
,,Will Arnett,,,,,,
671,Hank Azaria,Helen Hunt,,Sheryl Crow,,3.15,"Actor, Director, Producer, Voice (Animated project), Writer",48
,,Hank Azaria,,Hank Azaria,,,,
,,Hank Azaria,,,,,,
,,Katie Wright,,,,,,
,,Julie Warner,,,,,,
,,Hank Azaria,,,,,,
671,Natascha McElhone,Martin Hirigoyen Kelly,,,,3.15,Actress,40
,,Natascha McElhone,,,,,,
671,Kevin Pollak,Kevin Pollak,,Jamie Lee Curtis,,3.15,"Actor, Producer, Writer",54
,,Lucy Webb,,Kevin Pollak,,,,
671,Amy Smart,Carter Oosterhouse,,Amy Smart,,3.15,Actress,36
,,Amy Smart,,Ashton Kutcher,,,,
,,,,Ashton Kutcher,,,,
,,,,Amy Smart,,,,
,,,,Amy Smart,,,,
,,,,Branden Williams,,,,
671,Leelee Sobieski,Adam Kimmel,,Leelee Sobieski,,3.15,Actress,29
,,Leelee Sobieski,,Chad Willett,,,,
,,,,Leelee Sobieski,,,,
,,,,Josh Hartnett,,,,
671,Wilmer Valderrama,,,Wilmer Valderrama,Wilmer Valderrama,3.15,Actor,32
,,,,Ashley Olsen,Aliana Lohan,,,
,,,,Ashlee Simpson-Wentz,Wilmer Valderrama,,,
,,,,Wilmer Valderrama,Jaime Pressly,,,
,,,,Wilmer Valderrama,Jessica Alba,,,
,,,,Alexandra Cheron,Wilmer Valderrama,,,
,,,,Wilmer Valderrama,Melyssa Ford,,,
,,,,Rihanna,Wilmer Valderrama,,,
,,,,Wilmer Valderrama,Patricia Velásquez,,,
,,,,Ariana Richards,Wilmer Valderrama,,,
,,,,Mandy Moore,Stefani Morgan,,,
,,,,Wilmer Valderrama,Wilmer Valderrama,,,
,,,,Wilmer Valderrama,Rosario Dawson,,,
,,,,Ashley Olsen,Wilmer Valderrama,,,
,,,,Wilmer Valderrama,Scarlett Johansson,,,
,,,,Erika Christensen,Wilmer Valderrama,,,
,,,,Jennifer Love Hewitt,Wilmer Valderrama,,,
,,,,Wilmer Valderrama,Ashlee Simpson-Wentz,,,
,,,,Wilmer Valderrama,,,,
,,,,Jessica Biel,,,,
678,Abbie Cornish,,,Ryan Phillippe,Abbie Cornish,3.14,Actress,29
,,,,Abbie Cornish,Ryan Phillippe,,,
678,Joan Plowright,Laurence Olivier,,,,3.14,Actress,82
,,Joan Plowright,,,,,,
680,Kate Mara,,,,,3.13,"Actress, Singer (Cameo)",29
680,Alyssa Milano,Cinjun Tate,Justin Timberlake,Brad Penny,Nick Lachey,3.13,"Actress, Producer",39
,,Alyssa Milano,Alyssa Milano,Alyssa Milano,Alyssa Milano,,,
,,Dave Bugliari,Alyssa Milano,Victor H. Webster,Jessica Biel,,,
,,Alyssa Milano,Fred Durst,Alyssa Milano,Alyssa Milano,,,
,,,Eric Dane,Tom Glavine,Alyssa Milano,,,
,,,Alyssa Milano,Alyssa Milano,Fred Durst,,,
,,,Kid Rock,David Bugliari,Jonathan Silverman,,,
,,,Alyssa Milano,Alyssa Milano,Alyssa Milano,,,
,,,Jason Thompson,Nick Lachey,,,,
,,,Alyssa Milano,Alyssa Milano,,,,
,,,,David Arquette,,,,
,,,,Alyssa Milano,,,,
,,,,Justin Timberlake,,,,
,,,,Alyssa Milano,,,,
,,,,Wayne McBean,,,,
,,,,Alyssa Milano,,,,
,,,,Jason Behr,,,,
,,,,Alyssa Milano,,,,
,,,,Scott Wolf,,,,
,,,,Alyssa Milano,,,,
680,Gretchen Mol,Tod Williams,,,,3.13,Actress,39
,,Gretchen Mol,,,,,,
683,Joy Bryant,Dave Pope,,Luke Wilson,Joy Bryant,3.12,"Actress, Model",35
,,Joy Bryant,,Joy Bryant,Usher,,,
683,Omar Epps,Keisha Epps,,Sanaa Lathan,,3.12,"Actor, Composer, Producer, Writer",39
,,Omar Epps,,Omar Epps,,,,
683,Ben Foster,,,Ben Foster,,3.12,Actor,31
,,,,Angela Sarafyan,,,,
,,,,Rachael Leigh Cook,,,,
,,,,Ben Foster,,,,
,,,,Ben Foster,,,,
,,,,Zoë Kravitz,,,,
,,,,Kirsten Dunst,,,,
,,,,Ben Foster,,,,
,,,,Ben Foster,,,,
,,,,Ellen Page,,,,
683,Thomas Jane,Thomas Jane,,,Thomas Jane,3.12,"Actor, Director, Producer",43
,,Patricia Arquette,,,Bai Ling,,,
,,Ayesha Hauer,,,,,,
,,Thomas Jane,,,,,,
683,Frankie Muniz,,,Frankie Muniz,,3.12,"Actor, Producer, Writer",26
,,,,Amanda Bynes,,,,
,,,,Hilary Duff,,,,
,,,,Frankie Muniz,,,,
683,Freddy Rodriguez,,,,,3.12,Actor,37
683,Michael Vartan,Lauren Skaar,,Jennifer Garner,,3.12,Actor,43
,,Michael Vartan,,Michael Vartan,,,,
,,,,Michael Vartan,,,,
,,,,Shannon Gleason,,,,
683,Steven Weber,Steven Weber,,,,3.12,"Actor, Director, Producer, Writer",51
,,Finn Carter,,,,,,
,,Juliette Hohnen,,,,,,
,,Steven Weber,,,,,,
691,Gina Gershon,,,Gina Gershon,Jennifer Tilly,3.11,"Actress, Producer, Singer (Cameo)",50
,,,,Balthazar Getty,Gina Gershon,,,
,,,,Gina Gershon,Ralph Fiennes,,,
,,,,Beck,Gina Gershon,,,
,,,,Beck,Gina Gershon,,,
,,,,Gina Gershon,Marcus Schenkenberg,,,
,,,,Gina Gershon,,,,
,,,,Owen Wilson,,,,
,,,,Gina Gershon,,,,
,,,,Balthazar Getty,,,,
,,,,Gina Gershon,,,,
,,,,Sean McPherson,,,,
,,,,Gina Gershon,,,,
,,,,Jay Penske,,,,
,,,,John Cusack,,,,
,,,,Gina Gershon,,,,
691,Ashley Olsen,Ashley Olsen,Matt Kaplan,Lance Armstrong,MK,3.11,"Actress, Producer",26
,,Justin Bartha,Ashley Olsen,Ashley Olsen,Ashley Olsen,,,
,,,,Jared Leto,Ashley Olsen,,,
,,,,Ashley Olsen,Justin Bartha,,,
,,,,Wilmer Valderrama,Ashley Olsen,,,
,,,,Ashley Olsen,Jared Leto,,,
,,,,Justin Bartha,Lance Armstrong,,,
,,,,Ashley Olsen,Ashley Olsen,,,
,,,,Scott Sartiano,Ashley Olsen,,,
,,,,Ashley Olsen,Jared Leto,,,
,,,,Wilmer Valderrama,,,,
,,,,Ashley Olsen,,,,
,,,,Ashley Olsen,,,,
,,,,Matt Kaplan,,,,
,,,,Lance Armstrong,,,,
,,,,Ashley Olsen,,,,
691,Billy Zane,Lisa Collins,Billy Zane,Billy Zane,Billy Zane,3.11,Actor,46
,,Billy Zane,Kate Moss,Kate Moss,Madonna,,,
,,,,Billy Zane,Billy Zane,,,
,,,,Leonor Varela,Nikki Nova,,,
,,,,Kate Moss,,,,
,,,,Billy Zane,,,,
,,,,Billy Zane,,,,
,,,,Katrina Lombard,,,,
,,,,Billy Zane,,,,
,,,,Kelly Brook,,,,
694,Jonny Lee Miller,Jonny Lee Miller,,Jonny Lee Miller,,3.1,"Actor, Singer (Cameo)",39
,,Angelina Jolie,,Michele Hicks,,,,
,,Michele Hicks,,Jonny Lee Miller,,,,
,,Jonny Lee Miller,,Kate Moss,,,,
,,,,Jonny Lee Miller,,,,
,,,,Jennifer Esposito,,,,
,,,,Jonny Lee Miller,,,,
,,,,Lisa Faulkner,,,,
,,,,Jonny Lee Miller,,,,
,,,,Natalie Appleton,,,,
694,Alessandro Nivola,Alessandro Nivola,,,,3.1,"Actor, Singer (Cameo)",40
,,Emily Mortimer,,,,,,
696,Erika Christensen,,,Wilmer Valderrama,,3.09,"Actress, Singer (Cameo)",29
,,,,Erika Christensen,,,,
,,,,Erika Christensen,,,,
,,,,Erik von Detten,,,,
696,Peter Gallagher,Paula Wildash,,,,3.09,"Actor, Singer (Cameo), Writer",56
,,Peter Gallagher,,,,,,
696,Natasha Henstridge,Damian Chapa,,Leonardo DiCaprio,,3.09,"Actress, Singer (Cameo)",37
,,Natasha Henstridge,,Natasha Henstridge,,,,
,,Liam Waite,,Natasha Henstridge,,,,
,,Natasha Henstridge,,Liam Waite,,,,
,,Natasha Henstridge,,,,,,
,,Darius,,,,,,
696,Jerry O'Connell,Jerry O'Connell,,Jerry O'Connell,,3.09,"Actor, Director, Producer, Writer",38
,,Rebecca Romijn,,Nadia Dajani,,,,
,,,,Jerry O'Connell,,,,
,,,,Estella Warren,,,,
,,,,Geri Halliwell,,,,
,,,,Jerry O'Connell,,,,
,,,,Jerry O'Connell,,,,
,,,,Giuliana Rancic,,,,
,,,,Sarah Michelle Gellar,,,,
,,,,Jerry O'Connell,,,,
,,,,Jerry O'Connell,,,,
,,,,Debra Pelletier,,,,
700,Tony Goldwyn,Jane Musky,,,,3.08,"Actor, Director, Producer",52
,,Tony Goldwyn,,,,,,
700,Richard Jenkins,Sharon R. Friedrick,,,,3.08,Actor,65
,,Richard Jenkins,,,,,,
702,John Cena,Elizabeth Huberdeau,,,,3.07,Actor,35
,,John Cena,,,,,,
702,Sam Elliott,Katharine Ross,,,,3.07,"Actor, Producer, Singer (Cameo), Writer",67
,,Sam Elliott,,,,,,
702,Stephen Fry,,,,,3.07,"Actor, Director, Producer, Writer",54
702,Neil Patrick Harris,David Burtka,,Christine Taylor,,3.07,"Actor, Singer (Cameo)",39
,,Neil Patrick Harris,,Neil Patrick Harris,,,,
702,Emma Roberts,,Alex Pettyfer,Ryan Sheckler,,3.07,"Actress, Singer (Cameo)",21
,,,Emma Roberts,Emma Roberts,,,,
702,Amanda Seyfried,,,Amanda Seyfried,,3.07,"Actress, Singer (Cameo)",26
,,,,Emile Hirsch,,,,
702,Jeremy Sisto,Jeremy Sisto,,Jeremy Sisto,,3.07,Actor,37
,,Marisa Ryan,,Navi Rawat,,,,
,,Addie Lane,,Reese Witherspoon,,,,
,,Jeremy Sisto,,Jeremy Sisto,,,,
,,,,Jeremy Sisto,,,,
,,,,Kristin Cavallari,,,,
,,,,Jeremy Sisto,,,,
,,,,Tamara Thomas,,,,
,,,,Jeremy Sisto,,,,
,,,,Rachel Griffiths,,,,
709,Jenna Elfman,Jenna Elfman,,,,3.06,"Actress, Producer",40
,,Bodhi Elfman,,,,,,
709,Dominic West,Catherine Fitzgerald,,Dominic West,,3.06,Actor,42
,,Dominic West,,Polly Astor,,,,
,,,,Dominic West,,,,
,,,,Catherine Fitzgerald,,,,
709,Vanessa L. Williams,Ramon Hervey II,Rick Fox,Ramon Hervey,Rob Mack,3.06,Actress,49
,,Vanessa L. Williams,Vanessa L. Williams,Vanessa L. Williams,Vanessa L. Williams,,,
,,Rick Fox,Ramon Hervey,Rick Fox,Arnold Schwarzenegger,,,
,,Vanessa L. Williams,Vanessa L. Williams,Vanessa L. Williams,Vanessa L. Williams,,,
,,,Christopher Salomine,Vanessa L. Williams,Vince Vaughn,,,
,,,Vanessa L. Williams,Sam Jones,Vanessa L. Williams,,,
,,,Rob Mack,Michael Jordan,,,,
,,,Vanessa L. Williams,Vanessa L. Williams,,,,
712,Lara Flynn Boyle,,,Lara Flynn Boyle,,3.05,Actress,42
,,,,Adam Duritz,,,,
,,,,Lara Flynn Boyle,,,,
,,,,Eric Dane,,,,
,,,,Jack Nicholson,,,,
,,,,Lara Flynn Boyle,,,,
,,,,Adam Duritz,,,,
,,,,Lara Flynn Boyle,,,,
,,,,Matthew Perry,,,,
,,,,Lara Flynn Boyle,,,,
,,,,Lara Flynn Boyle,,,,
,,,,Jaron Lowenstein,,,,
,,,,Harrison Ford,,,,
,,,,Lara Flynn Boyle,,,,
,,,,Lara Flynn Boyle,,,,
,,,,David Spade,,,,
,,,,Kyle MacLachlan,,,,
,,,,Lara Flynn Boyle,,,,
,,,,Bruce Willis,,,,
,,,,Lara Flynn Boyle,,,,
712,Chiwetel Ejiofor,,,,,3.05,"Actor, Director, Writer",38
712,Anton Yelchin,,,,,3.05,Actor,23
715,Kevin Dillon,Kevin Dillon,,,,3.04,"Actor, Singer (Cameo)",46
,,Jane Stuart,,,,,,
715,Delroy Lindo,Kathi Coaston,,,,3.04,Actor,59
,,Delroy Lindo,,,,,,
717,Alan Alda,Arlene Alda,,,,3.03,Actor,76
,,Alan Alda,,,,,,
717,Ellen Burstyn,Neil Nephew,,,,3.03,"Actress, Producer",79
,,Ellen Burstyn,,,,,,
,,Paul Roberts,,,,,,
,,Ellen Burstyn,,,,,,
,,William Alexander,,,,,,
,,Ellen Burstyn,,,,,,
,,Neil Burstyn,,,,,,
,,Ellen Burstyn,,,,,,
717,Melissa George,Claudio Dabed,,,,3.03,Actress,35
,,Melissa George,,,,,,
717,Timothy Hutton,Timothy Hutton,Timothy Hutton,Timothy Hutton,Timothy Hutton,3.03,"Actor, Director, Producer, Singer (Cameo), Writer",51
,,Debra Winger,Debra Winger,Debra Winger,,,,
,,Aurore Giscard d'Estaing,,Timothy Hutton,,,,
,,Timothy Hutton,,Angelina Jolie,,,,
,,,,Uma Thurman,,,,
,,,,Timothy Hutton,,,,
,,,,Diane Lane,,,,
,,,,Timothy Hutton,,,,
,,,,Timothy Hutton,,,,
,,,,Melissa Anderson,,,,
,,,,Timothy Hutton,,,,
,,,,Mary-Louise Parker,,,,
,,,,Sandra Bernhard,,,,
,,,,Timothy Hutton,,,,
717,Dax Shepard,Dax Shepard,Dax Shepard,Dax Shepard,,3.03,Actor,37
,,Kristen Bell,Kate Hudson,Kate Hudson,,,,
,,,,Dax Shepard,,,,
,,,,Tara Lipinski,,,,
,,,,Kristen Bell,,,,
,,,,Dax Shepard,,,,
,,,,Dax Shepard,,,,
,,,,Shauna Robertson,,,,
,,,,Kate Hudson,,,,
,,,,Dax Shepard,,,,
,,,,Dax Shepard,,,,
,,,,Briegh Morrison,,,,
717,Jamie Lynn Sigler,AJ Discala,,Scott Sartiano,,3.03,Actress,31
,,Jamie Lynn Sigler,,Jamie Lynn Sigler,,,,
717,Shane West,,,Shane West,Shane West,3.03,Actor,34
,,,,Evan Rachel Wood,Evan Rachel Wood,,,
,,,,Shane West,,,,
,,,,Jenna Dewan,,,,
,,,,Rachael Leigh Cook,,,,
,,,,Shane West,,,,
,,,,Shane West,,,,
,,,,Parminder Nagra,,,,
,,,,Marla Sokoloff,,,,
,,,,Shane West,,,,
,,,,Shane West,,,,
,,,,Monica Keena,,,,
,,,,Shane West,,,,
,,,,Dorian Grant,,,,
,,,,Shane West,,,,
,,,,N 'Kenge,,,,
,,,,Shane West,,,,
,,,,Dina Meyer,,,,
,,,,Bijou Phillips,,,,
,,,,Shane West,,,,
724,Julie Andrews,Tony Walton,,,,3.02,"Actress, Writer",76
,,Julie Andrews,,,,,,
,,Blake Edwards,,,,,,
,,Julie Andrews,,,,,,
724,Bob Balaban,Lynn Grossman,,,,3.02,"Actor, Director, Producer",66
,,Bob Balaban,,,,,,
724,Saffron Burrows,Saffron Burrows,,Eric Bana,,3.02,"Actress, Model",39
,,,,Saffron Burrows,,,,
724,Christopher Lloyd,Kay Tornborg,,,,3.02,"Actor, Singer (Cameo)",73
,,Christopher Lloyd,,,,,,
,,Jane Walker Wood,,,,,,
,,Christopher Lloyd,,,,,,
,,Catherine Boyd,,,,,,
,,Christopher Lloyd,,,,,,
,,Carol Ann Vanek,,,,,,
,,Christopher Lloyd,,,,,,
724,Mike White,,,,,3.02,"Actor, Producer, Writer",42
729,Michael Madsen,Georganne LaPiere,,,,3.01,"Actress, Director, Producer, Writer",53
,,Michael Madsen,,,,,,
,,Jeannine Bisignano,,,,,,
,,Michael Madsen,,,,,,
,,DeAnna Madsen,,,,,,
,,Michael Madsen,,,,,,
729,Goran Višnjić,Ivana Vrdoljak,,,,3.01,Actor,39
,,Goran Višnjić,,,,,,
731,Thora Birch,,,Bill Maher,Thora Birch,3,Actress,30
,,,,Thora Birch,Fred Durst,,,
731,Chevy Chase,Jayni Chase,,,,3,"Actor, Musician, Singer (Cameo), Writer",68
,,Chevy Chase,,,,,,
,,Jacqueline Carlin,,,,,,
,,Chevy Chase,,,,,,
,,Chevy Chase,,,,,,
,,Suzanne Chase,,,,,,
731,Rupert Grint,,,Kimberly Nixon,Kimberly Nixon,3,Actor,23
,,,,Rupert Grint,Rupert Grint,,,
731,Dennis Haysbert,Elena Simms,,,,3,"Actor, Producer",58
,,Dennis Haysbert,,,,,,
,,Lynn Griffith,,,,,,
,,Dennis Haysbert,,,,,,
731,Shahrukh Khan,Shahrukh Khan,,,,3,"Actor, Producer",46
,,Gauri Khan,,,,,,
731,Michael Sheen,Michael Sheen,Michael Sheen,Michael Sheen,,3,"Actor, Producer",43
,,Kate Beckinsale,Kate Beckinsale,Kate Beckinsale,,,,
,,Lorraine Stewart,,Kate Beckinsale,,,,
,,Michael Sheen,,Michael Sheen,,,,
,,Rachel McAdams,,,,,,
,,Michael Sheen,,,,,,
731,Lily Tomlin,Lily Tomlin,,,,3,Actress,72
,,Jane Wagner,,,,,,
738,David Morse,Susan Wheeler Duff,,,,2.99,"Actor, Director, Singer (Cameo)",58
,,David Morse,,,,,,
738,Joe Pantoliano,Nancy Sheppard,,,,2.99,"Actor, Director, Producer, Writer",60
,,Joe Pantoliano,,,,,,
,,Morgan Kester,,,,,,
,,Joe Pantoliano,,,,,,
738,Aidan Quinn,Elizabeth Bracco,,,,2.99,"Actor, Producer",53
,,Aidan Quinn,,,,,,
741,Dominic Cooper,,,,,2.98,"Actor, Singer (Cameo)",34
741,Janeane Garofalo,Robert Cohen,,Janeane Garofalo,,2.98,"Actress, Director, Producer, Singer (Cameo), Writer",47
,,Janeane Garofalo,,Ben Stiller,,,,
,,,,Ben Stiller,,,,
,,,,Janeane Garofalo,,,,
741,Martin Landau,Barbara Bain,,,,2.98,"Actor, Producer",81
,,Martin Landau,,,,,,
741,Jesse L. Martin,,,,,2.98,"Actor, Producer, Singer (Cameo)",43
745,Pamela Anderson,Pamela Anderson,Pamela Anderson,Pamela Anderson,Pamela Anderson,2.97,"Actress, Producer",45
,,Tommy Lee,Tommy Lee,David Spade,Mark McGrath,,,
,,Pamela Anderson,,Pamela Anderson,Bryan Adams,,,
,,Rick Salomon,,Dean Cain,Pamela Anderson,,,
,,Pamela Anderson,,Pamela Anderson,Pamela Anderson,,,
,,Kid Rock,,Michael Bolton,Chuck Zito,,,
,,,,Pamela Anderson,Pamela Anderson,,,
,,,,David Binn,Criss Angel,,,
,,,,Pamela Anderson,Pamela Anderson,,,
,,,,Kelly Slater,Ben Affleck,,,
,,,,Pamela Anderson,Rikki Lee Travolta,,,
,,,,Fred Durst,Pamela Anderson,,,
,,,,Pamela Anderson,Dean Cain,,,
,,,,Dan Ilicic,Pamela Anderson,,,
,,,,Pamela Anderson,Pamela Anderson,,,
,,,,Christian Monzon,David Spade,,,
,,,,Pamela Anderson,Pamela Anderson,,,
,,,,Sylvester Stallone,John Cusack,,,
,,,,Pamela Anderson,Pamela Anderson,,,
,,,,Vince Neil,Christina Aguilera,,,
745,Rose Byrne,,,,,2.97,Actress,33
745,Angie Harmon,Angie Harmon,,,,2.97,Actress,39
,,Jason Sehorn,,,,,,
745,Tim Blake Nelson,Tim Blake Nelson,,,,2.97,"Actor, Director, Producer, Singer (Cameo), Writer",48
,,Lisa Benavides,,,,,,
745,Peter Stormare,Peter Stormare,,,,2.97,Actor,58
,,Karen Sillas,,,,,,
,,Toshimi Stormare,,,,,,
,,Peter Stormare,,,,,,
750,Rosanna Arquette,James Newton Howard,,,,2.96,Actress,52
,,Rosanna Arquette,,,,,,
,,Rosanna Arquette,,,,,,
,,John Sidel,,,,,,
,,Tony Greco,,,,,,
,,Rosanna Arquette,,,,,,
750,Peter Coyote,Stefanie Pleet,,,,2.96,"Actor, Director, Producer",70
,,Peter Coyote,,,,,,
,,Marilyn McCann,,,,,,
,,Peter Coyote,,,,,,
750,Jon Hamm,Jennifer Westfeldt,,Jennifer Westfeldt,,2.96,Actor,41
,,Jon Hamm,,Jon Hamm,,,,
750,Salman Khan,,,Faria Alam,,2.96,"Actor, Writer",46
,,,,Salman Khan,,,,
750,Sophie Marceau,Andrzej Żuławski,,Christopher Lambert,,2.96,"Actress, Director, Writer",45
,,Sophie Marceau,,Sophie Marceau,,,,
,,Christopher Lambert,,,,,,
,,Sophie Marceau,,,,,,
,,Jim Lemley,,,,,,
,,Sophie Marceau,,,,,,
750,Connie Nielsen,Lars Ulrich,,Lars Ulrich,,2.96,Actress,47
,,Connie Nielsen,,Connie Nielsen,,,,
,,,,Josh Lucas,,,,
,,,,Connie Nielsen,,,,
750,Chazz Palminteri,Gianna Ranaudo,,,,2.96,"Actor, Director, Producer, Writer",60
,,Chazz Palminteri,,,,,,
750,Jane Seymour,Jane Seymour,,,,2.96,"Actress, Producer",61
,,James Keach,,,,,,
,,Jane Seymour,,,,,,
,,Michael Attenborough,,,,,,
,,Geoffrey Planer,,,,,,
,,Jane Seymour,,,,,,
,,David Flynn,,,,,,
,,Jane Seymour,,,,,,
750,Fred Willard,Mary Willard,,,,2.96,Actor,72
,,Fred Willard,,,,,,
759,Christine Baranski,Matthew Cowles,,,,2.95,Actress,60
,,Christine Baranski,,,,,,
759,Laura Harring,Carl-Eduard von Bismarck,,,,2.95,Actress,48
,,Laura Harring,,,,,,
759,Lili Taylor,Nick Flynn,,Lili Taylor,,2.95,Actress,45
,,Lili Taylor,,Eric Stoltz,,,,
,,,,John Cusack,,,,
,,,,Lili Taylor,,,,
,,,,Michael Imperioli,,,,
,,,,Lili Taylor,,,,
,,,,Lili Taylor,,,,
,,,,Matthew Broderick,,,,
,,,,Michael Rapaport,,,,
,,,,Lili Taylor,,,,
759,Deborah Kara Unger,,,,,2.95,Actress,49
763,Fanny Ardant,François Truffaut,,François Truffaut,,2.94,Actress,63
,,Fanny Ardant,,Fanny Ardant,,,,
,,Dominique Leverd,,,,,,
,,Fanny Ardant,,,,,,
763,David Boreanaz,Jaime Bergman,,Sarah Michelle Gellar,,2.94,"Actor, Director, Producer",43
,,David Boreanaz,,David Boreanaz,,,,
,,Ingrid Quinn,,David Boreanaz,,,,
,,David Boreanaz,,Catalina Guirado,,,,
763,Tracy Morgan,Sabina Morgan,,,,2.94,"Actor, Producer, Singer (Cameo), Writer",43
,,Tracy Morgan,,,,,,
,,Sabrina Morgan,,,,,,
,,Tracy Morgan,,,,,,
763,Robert Pattinson,,Nina Schubert,Robert Pattinson,Robert Pattinson,2.94,Actor,26
,,,Robert Pattinson,Camilla Belle,Kristen Stewart,,,
763,Oliver Platt,Mary Camilla Bonsal Campbell,,,,2.94,"Actor, Producer",52
,,Oliver Platt,,,,,,
763,Nikki Reed,Nikki Reed,,,,2.94,"Actress, Producer, Writer",24
,,Paul McDonald,,,,,,
763,Emmanuelle Seigner,Emmanuelle Seigner,,,,2.94,Actress,46
,,Roman Polanski,,,,,,
763,Ray Winstone,Elaine McCausland,,,,2.94,Actor,55
,,Ray Winstone,,,,,,
771,Jennifer Coolidge,,,,,2.93,Actress,48
771,T.I.,T.I.,Lashon Dixon,T.I.,,2.93,"Actor, Rapper, Singer",31
,,Tiny,T.I.,Tiny,,,,
,,,,T.I.,,,,
,,,,Ciara,,,,
,,,,Lauren London,,,,
,,,,T.I.,,,,
771,Joe Mantegna,Arlene Vrhel,,,,2.93,"Actor, Director, Producer, Singer (Cameo), Writer",64
,,Joe Mantegna,,,,,,
771,Kate Walsh,Kate Walsh,,,,2.93,Actress,44
,,Alex Young,,,,,,
775,Armand Assante,Karen Assante,,,,2.92,"Actor, Producer",62
,,Armand Assante,,,,,,
,,Karen McArn,,,,,,
,,Armand Assante,,,,,,
775,John C. McGinley,Nichole McGinley,,,,2.92,"Actor, Producer, Singer (Cameo), Writer",52
,,John C. McGinley,,,,,,
,,Lauren Lambert,,,,,,
,,John C. McGinley,,,,,,
775,Jeffrey Dean Morgan,Jeffrey Dean Morgan,,Mary-Louise Parker,,2.92,Actor,46
,,Mary-Louise Parker,,Jeffrey Dean Morgan,,,,
,,Jeffrey Dean Morgan,,,,,,
,,Hilarie Burton,,,,,,
775,Craig T. Nelson,Doria Cook-Nelson,,,,2.92,"Actor, Director, Producer, Writer",68
,,Craig T. Nelson,,,,,,
779,Orlando Jones,Jacqueline Staph,,,Orlando Jones,2.91,"Actor, Producer, Singer (Cameo), Writer",44
,,Orlando Jones,,,Halle Berry,,,
779,Burt Reynolds,Loni Anderson,,Burt Reynolds,Candice Bergen,2.91,"Actor, Director, Producer, Singer (Cameo), Writer",76
,,Burt Reynolds,,Chris Evert,Burt Reynolds,,,
,,Judy Carne,,Burt Reynolds,,,,
,,Burt Reynolds,,Lorna Luft,,,,
,,,,Burt Reynolds,,,,
,,,,Inger Stevens,,,,
,,,,Doris Day,,,,
,,,,Burt Reynolds,,,,
,,,,Burt Reynolds,,,,
,,,,Dinah Shore,,,,
,,,,Sarah Miles,,,,
,,,,Burt Reynolds,,,,
,,,,Burt Reynolds,,,,
,,,,Lori Nelson,,,,
,,,,Catherine Deneuve,,,,
,,,,Burt Reynolds,,,,
,,,,Burt Reynolds,,,,
,,,,Sally Field,,,,
,,,,Burt Reynolds,,,,
,,,,Miko Mayama,,,,
779,Joely Richardson,Joely Richardson,,,,2.91,Actress,47
,,Tim Bevan,,,,,,
779,Jeanne Tripplehorn,Leland Orser,,Ben Stiller,,2.91,Actress,49
,,Jeanne Tripplehorn,,Jeanne Tripplehorn,,,,
783,Peter Krause,,,Natalie Zea,,2.9,"Actor, Producer, Singer (Cameo)",46
,,,,Peter Krause,,,,
,,,,Alicia Witt,,,,
,,,,Peter Krause,,,,
783,Molly Shannon,Molly Shannon,,,,2.9,"Actress, Singer (Cameo), Writer",47
,,Fritz Chestnut,,,,,,
